30	51.1
12	44.6
18	47.4
19	50.4 *
30	52.0
15-26	49.4
28	57.4
19	48.9
37	52.8 *
46	58.7
43-51	55.9
63	62.7
58	60.1
38	56.1
48	63.2
49	59.9
50	60.6
54	64.5
36	52.9
46-40	56.4
51	59.2
57	57.8
39	51.8 *
27	49.9
25	49.5
33	56.4
52	63.9
29	50.8
41	55.2
37	55.1
42	55.0
45	56.7
49	56.0
48	56.9
40	54.3
47	58.7
54	61.2
62	63.8
76	64.0
72	71.7
67	58.4
70	64.4
